Hours Studied,Attendance,Sleep Hours,Tutoring Sessions,Physical Activity,Exam Score,Extracurricular Activities_Yes,Internet Access_Yes,School Type_Public,Parental Involvement,Resource Access,Motivation Level,Family Income,Teacher Quality,Parental Education Level
19,79,8,1,2,68,False,True,True,1,1,2,1,2,0
39,95,9,2,3,77,True,True,False,1,2,2,1,1,0
22,61,6,0,2,63,True,True,True,1,1,2,0,2,0
15,86,10,0,5,69,True,True,True,2,2,1,2,1,1
17,91,8,3,2,69,True,True,True,1,1,1,1,0,1
27,90,8,2,3,70,False,True,True,1,0,1,1,1,2
21,95,6,1,4,73,True,True,True,2,1,2,1,2,1
11,89,9,1,3,66,True,True,True,1,0,1,1,2,2
26,97,5,2,3,71,False,True,False,1,0,2,0,0,0
16,73,6,2,5,66,True,True,True,1,0,1,2,2,1
31,80,6,2,3,71,True,True,True,1,1,2,0,2,0
26,61,5,3,2,66,True,True,True,1,0,1,2,2,0
17,60,8,0,4,63,True,True,True,1,2,2,0,2,0
28,70,8,5,5,70,True,True,True,2,2,1,0,0,0
20,64,8,1,2,66,True,True,True,2,1,1,1,1,2
25,70,7,1,4,66,False,True,True,1,1,1,1,1,0
23,67,8,2,4,66,False,True,True,1,1,2,1,1,1
15,61,7,1,3,62,False,True,True,1,1,1,1,1,0
16,96,6,1,3,69,False,True,True,1,1,2,1,2,1
26,60,6,1,1,63,True,True,False,0,2,0,0,1,2
18,89,4,1,2,68,True,True,True,1,0,0,2,1,2
18,66,9,1,3,64,False,True,False,1,2,1,1,0,0
14,96,9,2,3,69,True,True,True,0,2,2,0,2,2
23,96,10,3,3,71,True,True,True,0,1,0,0,2,0
32,86,6,2,4,71,True,False,False,1,1,1,1,0,0
14,87,6,1,4,66,False,True,False,1,1,1,0,1,1
20,60,4,2,3,63,True,True,False,1,1,0,2,1,1
28,99,8,0,2,72,True,True,True,0,1,0,1,1,0
20,95,8,1,3,70,True,False,False,1,1,0,0,1,1
23,96,9,0,2,71,False,True,False,1,0,1,2,1,1
14,86,6,3,3,65,True,True,False,0,0,1,2,1,0
23,74,8,0,4,65,True,True,True,1,0,0,2,1,2
19,96,6,1,2,67,False,True,True,0,1,2,0,0,0
26,72,9,0,3,68,False,True,True,2,1,2,1,2,0
27,83,8,3,4,70,True,True,True,1,1,1,1,1,1
36,64,5,2,2,70,True,True,False,1,1,1,1,2,0
23,97,7,2,3,72,True,True,True,0,2,0,1,2,0
22,66,4,1,5,65,False,True,True,1,2,1,0,0,1
21,69,5,2,3,65,True,True,True,1,1,2,0,1,0
18,82,5,3,4,71,True,True,False,2,1,2,1,2,2
22,91,6,3,4,74,True,True,True,2,2,0,2,1,2
18,85,7,0,4,64,False,True,False,0,1,0,0,1,0
21,69,7,1,4,64,False,True,False,1,1,2,1,1,0
28,60,7,3,3,65,True,True,False,1,2,0,0,1,0
14,90,7,1,5,67,True,True,True,0,1,1,1,1,1
27,99,7,2,3,73,False,True,True,2,1,0,0,2,1
28,92,5,1,3,72,False,True,True,0,2,2,1,0,1
19,78,7,0,3,65,False,True,True,1,1,0,1,1,1
7,96,9,0,4,67,False,True,True,1,2,1,0,1,1
16,76,7,2,3,66,True,True,True,1,1,0,1,1,0
28,81,8,0,3,70,True,True,True,2,1,0,1,2,2
20,79,8,2,3,66,False,True,False,2,1,1,1,1,0
14,78,8,1,1,66,True,True,True,2,2,0,1,1,0
17,91,7,3,3,68,True,True,True,1,0,0,2,1,2
25,81,8,3,4,68,True,True,True,0,1,0,0,1,1
23,73,8,0,4,67,False,True,True,2,2,0,2,1,0
19,70,8,1,3,65,True,False,True,2,1,2,0,1,1
18,62,8,4,4,64,True,True,True,1,0,1,0,1,1
18,83,5,1,2,70,False,True,True,2,1,2,2,2,1
14,69,5,0,3,63,False,True,True,0,1,1,2,1,1
30,66,6,2,2,65,False,False,True,1,2,0,0,1,0
18,86,9,4,2,67,True,True,True,0,1,1,1,1,2
27,87,7,3,5,71,True,True,False,1,1,0,0,1,0
29,90,7,1,4,73,True,True,False,2,1,1,0,0,0
26,80,4,1,3,67,False,True,False,1,1,0,0,1,0
17,96,7,2,3,72,True,True,False,2,1,1,0,2,1
22,97,7,2,0,71,False,True,True,1,1,2,1,2,0
20,92,4,0,4,72,True,True,True,1,2,2,1,1,2
15,85,7,1,3,68,True,True,True,2,2,1,1,2,0
22,72,5,2,3,65,True,True,True,0,0,1,0,2,1
13,99,6,1,4,68,False,True,True,2,1,0,1,1,1
27,71,8,1,4,67,False,True,True,1,0,1,2,1,1
17,68,7,1,4,66,False,True,False,1,1,2,2,1,1
21,78,6,0,1,64,True,True,False,1,0,1,1,0,0
22,62,6,3,3,65,False,True,False,2,1,1,0,1,2
18,99,6,0,3,69,False,True,True,1,1,1,0,1,0
24,84,7,2,2,68,True,True,True,1,1,1,1,1,0
17,82,5,3,4,69,False,True,True,2,2,1,1,1,2
25,86,9,1,3,70,True,True,False,1,1,0,2,1,0
12,80,5,1,4,65,False,True,False,2,1,1,2,1,0
21,61,4,2,3,63,False,True,True,1,1,0,1,0,0
32,84,8,1,3,71,True,True,False,0,1,1,0,2,1
14,89,6,0,2,68,True,True,False,1,2,0,0,1,2
16,77,7,5,3,70,True,True,True,1,1,2,0,2,2
23,90,8,2,3,72,True,True,True,1,2,2,1,0,0
21,69,6,3,1,64,True,True,True,1,1,1,0,0,1
22,69,7,0,2,64,False,True,True,0,1,0,0,1,2
23,66,8,2,2,66,True,True,True,1,0,2,2,1,1
24,75,9,0,3,69,True,True,True,1,2,2,1,2,1
27,94,6,2,2,71,False,True,False,1,0,1,1,1,0
22,93,6,0,3,69,True,True,True,1,2,2,2,0,0
19,75,8,1,3,67,False,True,True,2,1,0,0,1,2
24,84,7,0,3,66,True,True,True,0,1,1,0,2,0
31,89,7,2,2,71,False,True,True,1,1,1,0,2,0
19,70,9,2,2,63,True,True,True,1,0,0,2,1,0
14,67,4,0,4,62,False,True,True,1,0,1,2,1,1
27,99,5,0,4,73,False,True,True,1,2,1,1,2,0
19,85,4,1,3,66,False,True,True,2,1,0,1,2,0
7,99,9,3,2,72,True,True,True,2,1,1,2,2,2
25,74,8,1,2,67,True,True,True,2,0,0,0,1,2
17,88,5,0,3,65,False,False,True,0,0,1,1,2,2
19,69,7,2,4,66,True,True,True,1,1,1,1,1,0
22,70,7,3,2,68,True,True,True,2,1,0,1,1,2
21,80,4,1,4,69,True,True,False,1,2,1,1,2,0
24,73,7,0,3,68,True,True,True,2,1,1,2,1,2
17,67,5,0,2,61,True,True,True,1,2,1,0,1,0
23,71,8,3,2,68,True,True,False,2,0,1,1,2,0
18,61,5,3,3,64,True,True,False,2,0,0,2,2,1
24,88,7,1,3,67,True,False,True,1,0,0,0,2,1
24,80,9,3,3,68,True,True,True,0,2,2,2,0,0
14,64,8,1,4,61,False,True,True,1,2,0,1,2,0
27,67,8,1,3,66,False,True,True,2,0,0,0,0,2
17,64,7,2,2,64,True,True,True,2,0,0,1,0,2
25,85,5,3,3,67,False,True,True,0,1,0,2,1,0
22,64,6,2,4,64,False,True,False,1,2,0,2,1,1
31,90,7,0,3,72,False,True,True,2,2,0,0,1,0
19,61,7,2,3,62,False,True,True,1,1,0,2,1,2
18,70,5,2,2,63,True,True,False,2,1,0,0,1,0
20,96,8,1,4,70,False,True,False,2,2,0,0,1,0
18,89,5,3,3,69,False,True,True,2,1,0,1,1,1
25,63,9,3,2,64,True,True,True,0,1,1,1,0,0
10,93,7,2,3,66,False,True,True,0,1,1,1,1,2
14,80,8,3,4,67,True,True,False,0,1,1,0,2,0
14,94,8,4,5,71,True,True,True,2,2,1,1,0,2
26,84,10,0,1,70,True,True,False,1,2,1,0,2,0
30,87,7,2,3,69,False,True,True,0,1,1,1,1,0
19,100,6,0,3,68,False,True,True,1,0,2,0,1,0
19,69,6,1,1,64,True,False,True,1,2,1,0,1,1
20,85,9,3,3,70,True,True,True,2,1,0,1,1,1
27,78,5,0,3,69,True,True,False,2,0,1,1,0,2
14,62,6,0,2,63,True,True,True,1,1,1,2,1,1
21,61,7,1,3,60,False,True,True,0,1,1,1,0,0
26,65,7,2,4,65,False,True,True,2,0,1,0,1,0
23,86,8,0,0,67,False,True,True,1,1,1,0,1,0
21,83,5,1,4,66,False,True,True,1,0,0,1,1,1
26,82,7,3,3,68,False,False,True,0,2,1,0,1,2
4,61,7,0,1,58,True,True,True,0,2,2,0,0,2
24,79,5,0,3,67,True,True,True,0,2,1,1,1,0
16,97,8,0,4,68,True,True,True,1,1,0,1,1,0
9,76,7,1,3,62,True,True,True,1,1,1,0,1,0
23,85,7,2,3,69,False,False,True,0,2,2,0,1,2
28,91,6,1,4,73,True,True,False,1,2,2,1,2,0
19,91,6,2,4,66,False,True,True,2,0,1,0,1,0
26,81,5,0,5,67,True,True,True,0,1,1,1,1,2
30,94,8,1,4,71,False,True,True,1,1,1,1,0,0
28,76,9,1,2,66,True,True,True,1,1,1,0,1,0
30,96,10,0,4,74,True,True,True,2,1,1,2,2,1
24,70,8,2,5,67,False,True,True,1,2,0,0,2,0
20,71,6,2,2,68,False,True,True,2,1,2,1,2,2
10,62,6,2,3,61,False,True,True,1,1,2,0,2,0
19,92,8,2,2,69,False,True,False,1,2,1,1,1,0
15,77,7,4,4,65,True,True,True,0,1,0,0,1,0
33,69,7,2,2,71,True,True,True,1,2,1,1,0,2
19,69,7,1,2,61,False,True,True,1,0,1,0,0,0
21,96,9,0,3,70,True,True,True,1,2,1,0,2,1
23,93,6,2,3,70,False,True,False,1,0,1,1,1,0
20,82,9,1,3,69,True,True,True,1,2,0,1,1,1
30,85,7,2,3,70,True,True,True,2,0,2,0,1,0
16,79,6,4,4,67,True,True,True,2,1,1,0,0,1
21,76,6,2,4,63,False,True,True,0,1,0,0,1,2
16,97,7,1,3,70,False,True,True,1,1,1,2,1,0
12,65,8,1,5,61,False,True,False,1,1,1,2,2,0
16,77,6,1,1,64,True,True,True,0,2,0,0,1,2
20,74,8,2,3,65,True,True,True,1,1,2,1,1,1
17,80,6,1,1,65,False,True,True,1,1,1,1,2,1
16,78,7,3,3,66,True,True,False,1,0,2,0,2,2
12,81,5,1,3,66,True,True,True,2,2,0,1,2,0
20,66,8,2,2,63,True,True,True,0,1,1,1,0,2
11,81,7,3,2,66,True,True,True,0,2,1,1,1,2
25,70,9,0,1,64,True,True,True,1,1,2,0,1,0
20,67,8,3,4,65,False,True,True,2,0,1,0,2,0
11,63,7,3,1,62,False,True,False,2,1,0,2,1,2
18,91,9,4,5,71,True,True,True,0,2,2,2,1,0
15,77,8,1,2,63,True,True,True,1,1,0,0,1,1
22,85,9,0,3,70,False,True,True,1,2,2,1,2,1
28,89,6,2,4,70,True,True,False,1,0,0,0,1,1
9,87,8,1,3,65,False,True,True,1,1,1,1,2,1
21,79,8,1,3,66,True,True,True,2,2,1,0,1,0
19,76,5,2,4,66,True,True,False,1,0,1,1,1,1
24,75,9,0,2,68,False,True,True,1,0,2,1,2,1
21,86,5,1,3,68,False,True,False,2,2,1,0,1,0
15,80,5,4,3,69,True,True,False,2,1,1,1,2,0
18,94,4,3,3,71,True,True,True,1,1,1,2,0,1
15,95,8,2,1,69,True,True,False,1,1,0,0,1,2
26,67,5,0,2,68,True,True,True,1,2,1,1,1,1
20,65,6,2,5,67,True,True,True,1,2,1,0,2,0
31,85,8,2,3,72,False,True,True,2,1,1,0,2,0
20,72,7,2,3,68,True,True,True,2,1,2,1,1,0
16,61,6,0,4,60,True,True,True,2,1,0,2,1,0
11,96,5,2,4,68,False,True,True,1,2,2,0,1,0
9,69,7,1,2,65,True,True,True,2,1,2,2,2,0
10,97,8,0,3,67,False,True,True,0,2,2,0,1,2
22,89,8,4,3,70,False,True,False,0,1,0,2,1,0
23,91,10,0,3,70,True,True,False,1,0,2,0,2,0
11,68,6,3,2,61,False,True,True,1,1,0,0,2,1
25,69,5,2,4,68,True,True,True,2,0,1,2,2,1
17,81,7,1,3,67,False,True,True,1,2,2,0,1,2
21,67,7,3,3,62,False,True,True,1,2,1,0,1,0
30,72,7,0,4,66,False,True,True,1,0,1,2,1,0
25,73,6,3,2,69,True,True,True,2,1,1,2,1,0
18,66,4,2,4,66,True,True,True,1,2,1,1,1,1
15,68,5,0,5,64,True,True,True,1,1,1,2,1,1
7,92,8,1,4,66,False,True,True,2,1,2,0,0,2
16,67,7,2,5,63,False,True,True,1,1,0,1,1,0
19,61,8,1,3,62,True,True,False,0,2,0,1,1,0
14,85,8,1,4,65,True,True,False,1,1,0,2,1,2
19,99,8,0,2,68,False,True,False,0,2,0,2,1,0
20,73,8,1,4,65,True,True,False,2,2,0,0,0,0
19,65,7,1,4,63,True,True,True,1,2,0,0,0,1
16,83,7,3,2,68,True,True,True,2,2,1,1,1,0
21,96,4,2,2,72,True,True,False,1,2,0,2,1,0
23,91,6,2,3,69,False,True,False,2,0,1,0,1,0
13,85,6,1,5,66,False,True,True,0,1,0,0,2,2
28,73,7,2,3,68,True,True,False,0,0,2,0,2,1
19,82,6,1,2,64,False,True,True,0,0,1,1,2,0
20,64,8,1,2,61,True,True,True,1,0,0,0,1,0
24,87,6,0,2,67,False,True,True,0,1,2,0,0,2
21,89,9,0,3,68,True,True,True,1,0,1,1,0,2
26,99,6,2,3,74,False,True,True,1,1,2,1,1,0
22,70,6,3,2,67,True,True,True,1,2,1,1,2,0
16,61,6,2,3,64,True,True,False,1,2,1,1,1,0
22,82,6,3,3,69,False,True,True,0,2,1,1,2,0
13,88,9,0,3,63,True,True,False,2,1,1,0,1,0
21,92,7,0,4,67,False,True,False,1,1,1,0,1,0
20,68,7,1,3,65,True,True,True,2,1,1,1,1,1
19,70,6,5,4,67,True,True,True,1,1,1,1,0,2
19,81,7,1,5,68,False,True,False,2,1,1,0,1,2
9,73,7,3,3,62,True,False,False,1,0,1,0,1,2
17,94,7,1,3,70,True,True,True,2,1,1,0,2,1
21,79,7,1,3,67,True,True,True,0,2,1,2,1,0
21,92,9,2,5,89,True,True,True,2,2,1,2,1,0
14,83,7,1,2,65,True,True,False,2,1,0,0,1,0
28,91,5,2,2,69,True,False,True,0,1,1,1,1,0
15,73,7,2,4,64,False,True,True,1,1,2,0,1,0
26,93,6,6,4,74,False,True,False,2,0,1,2,1,0
23,71,8,0,2,64,False,True,True,1,2,1,2,1,0
16,82,7,0,2,64,False,True,True,0,2,1,0,1,2
31,69,9,2,2,67,True,True,False,1,0,1,1,1,1
13,79,6,2,4,63,True,True,True,0,0,2,1,1,1
26,73,7,3,5,68,True,True,False,2,1,0,1,2,0
26,71,5,0,5,66,True,True,True,0,1,0,1,1,2
16,99,7,0,3,68,True,True,True,0,2,2,0,1,0
28,66,5,1,1,68,False,True,False,1,2,1,2,1,2
18,91,7,3,2,69,False,True,False,1,1,1,0,1,0
22,99,7,3,3,71,False,True,True,2,0,1,0,0,2
22,61,7,1,3,65,True,True,True,0,2,1,2,1,1
19,88,8,2,4,67,True,True,False,0,1,1,1,1,0
25,70,7,1,4,65,False,True,True,1,1,1,2,1,1
25,62,5,0,4,65,False,True,False,2,1,1,0,2,0
10,76,6,1,2,80,False,True,True,1,0,1,2,2,2
28,97,7,2,2,74,True,True,True,1,1,2,1,1,0
10,60,7,3,3,59,False,False,True,1,1,0,1,0,0
26,84,7,2,3,69,False,True,True,1,1,0,2,2,0
27,80,9,0,2,66,True,True,True,1,0,1,2,1,0
13,95,7,1,2,66,True,True,True,1,1,1,0,0,2
18,63,8,2,4,65,False,True,True,2,2,1,2,1,0
13,87,4,3,3,67,True,True,True,2,1,0,0,0,1
19,87,8,3,4,69,False,True,False,2,2,0,0,1,0
18,87,10,2,3,68,True,True,True,1,0,2,1,1,0
25,98,9,1,2,73,True,True,False,1,1,1,1,2,2
28,93,6,1,2,71,True,True,True,0,2,1,0,1,0
28,62,10,0,2,67,True,True,True,2,1,1,0,2,2
17,79,7,1,3,67,True,True,True,1,1,0,2,2,1
19,76,7,0,2,66,False,True,True,2,0,1,2,2,2
10,72,7,3,4,63,False,True,True,1,0,1,1,1,1
15,78,7,1,1,65,False,False,True,2,2,1,2,1,0
26,75,4,2,1,67,True,True,True,1,0,1,2,1,1
30,77,8,1,3,69,True,True,True,1,0,1,0,0,1
13,99,7,1,2,67,True,True,True,1,1,1,0,1,0
16,64,7,4,3,66,True,True,True,2,1,2,2,2,1
20,97,7,2,4,74,True,True,False,2,2,0,1,2,0
22,79,6,2,2,69,False,False,True,2,1,1,2,1,1
15,85,7,0,4,66,True,True,True,0,1,2,1,1,1
23,93,9,0,3,69,True,True,False,2,0,0,1,1,2
17,74,8,1,2,63,True,True,True,1,1,0,2,1,1
20,77,7,0,3,65,True,False,False,1,0,1,1,2,1
23,76,7,1,4,64,False,False,False,0,1,0,0,1,1
20,75,7,0,4,64,False,True,False,0,1,2,1,1,0
17,97,6,2,2,69,True,True,True,0,2,0,1,0,0
19,93,7,5,3,73,False,True,True,2,2,1,0,2,0
19,64,8,1,3,62,True,True,True,1,1,2,1,1,0
18,64,7,2,4,62,True,True,False,0,0,0,1,0,1
18,77,6,0,2,68,True,True,False,1,1,2,1,2,2
30,64,7,1,3,66,False,True,False,1,1,0,1,1,2
23,85,8,2,1,68,True,True,True,0,2,2,1,1,1
18,66,5,4,4,66,True,True,True,0,2,1,1,1,0
24,81,6,3,3,69,True,True,True,0,1,0,1,1,2
18,60,5,0,2,62,True,True,True,1,1,1,1,1,2
27,73,7,2,4,68,False,True,True,0,1,1,2,1,1
22,87,8,2,2,67,False,True,True,1,1,0,1,2,1
19,79,9,1,4,65,False,True,False,0,1,1,0,1,0
23,99,9,0,4,69,False,True,True,0,1,1,0,1,1
11,95,6,2,3,67,False,True,True,1,1,2,0,0,0
13,74,7,0,3,64,True,True,True,0,0,2,1,1,2
13,62,6,3,3,62,True,False,False,0,1,1,2,2,2
21,94,9,5,3,71,True,True,False,1,1,0,2,2,0
30,96,9,0,3,72,True,False,False,1,2,1,1,1,0
33,93,7,0,2,74,True,True,True,2,2,0,1,1,0
24,65,6,1,2,66,False,True,True,0,2,0,1,2,2
23,100,4,2,4,72,True,True,True,2,0,1,1,1,0
9,70,5,1,4,65,False,True,False,2,1,1,2,2,2
17,89,4,0,3,67,True,True,True,2,1,2,0,1,1
15,96,5,2,2,70,True,True,False,1,2,2,1,2,0
16,69,10,0,1,62,True,True,True,2,1,1,0,2,0
19,96,5,0,2,66,True,True,True,0,0,2,0,1,0
17,72,5,2,3,65,True,True,True,0,1,1,2,2,1
8,99,6,2,4,70,True,True,True,0,2,2,1,2,2
24,71,10,2,2,69,True,True,False,2,2,0,1,1,1
14,98,7,3,3,70,True,True,True,1,1,0,2,1,0
21,62,8,2,2,66,False,True,False,2,2,1,2,1,1
32,88,7,1,4,73,True,True,False,1,0,0,0,2,2
14,81,4,3,4,69,False,True,True,2,1,0,1,2,2
5,79,9,3,3,66,True,True,False,2,2,0,1,1,1
18,69,8,4,4,65,True,True,True,2,1,1,1,1,0
27,88,7,2,4,70,False,True,True,1,0,2,0,1,2
32,68,10,0,2,70,False,True,False,2,2,1,1,2,2
13,82,6,2,4,67,False,True,True,2,1,2,0,2,2
23,70,7,1,3,68,True,True,False,1,2,2,0,1,2
17,98,6,1,2,68,True,True,False,1,0,0,1,1,1
19,61,9,0,2,61,False,True,True,2,1,1,0,1,1
36,68,8,2,3,70,True,True,True,1,1,2,1,1,0
11,70,7,0,5,65,False,True,True,2,2,2,0,2,1
22,77,5,3,2,66,True,False,True,0,1,1,2,1,0
23,69,6,3,3,67,True,True,True,1,1,1,2,1,2
27,80,5,3,3,69,True,True,True,0,0,2,2,1,0
21,95,9,1,2,69,False,True,True,1,2,1,0,1,1
22,88,5,1,2,67,True,True,True,1,1,0,0,1,0
18,83,9,0,4,66,False,True,False,2,0,1,1,0,0
22,64,9,1,2,63,True,True,False,0,1,1,2,2,0
18,88,6,0,4,67,False,True,True,2,1,0,1,2,0
24,67,6,0,1,64,True,True,True,2,0,1,0,1,1
18,91,6,2,4,68,False,True,False,1,0,1,0,1,0
22,70,8,2,2,65,True,True,True,1,2,0,0,2,0
20,77,9,2,3,65,False,True,True,1,0,1,1,1,0
27,74,9,1,3,65,True,False,True,1,0,2,0,1,0
20,94,6,0,4,70,True,True,True,0,1,1,1,1,1
9,65,9,1,3,62,True,True,True,1,2,1,2,1,0
28,83,9,0,4,68,False,True,True,2,0,1,0,1,0
15,66,7,0,3,62,True,True,True,0,2,0,2,2,1
16,88,7,0,3,68,True,True,True,1,2,1,1,1,1
16,96,9,0,5,72,True,True,False,2,1,1,1,2,1
28,77,9,1,3,70,True,True,True,2,1,0,2,1,2
7,80,9,3,3,62,False,False,True,2,1,0,1,1,0
39,97,10,2,3,79,True,True,True,2,2,1,0,1,0
26,81,8,2,1,73,True,True,True,1,2,1,2,2,2
21,80,7,1,2,68,True,True,True,2,2,2,0,0,1
20,83,9,0,2,68,True,True,True,2,1,0,2,1,0
22,88,10,2,2,69,True,True,True,1,1,1,0,2,0
23,64,6,1,2,63,True,True,True,1,0,2,0,1,1
24,93,7,5,4,74,True,False,True,1,1,1,2,1,2
23,77,5,2,5,69,True,True,True,1,1,1,2,2,1
21,63,8,0,3,61,False,True,True,1,0,1,0,1,0
19,91,8,4,2,69,True,True,True,1,0,0,1,1,2
19,75,6,2,3,64,False,True,True,1,0,2,0,1,0
19,64,9,2,4,63,True,True,True,1,1,0,0,1,2
27,85,6,1,2,68,False,True,True,0,2,0,0,1,1
24,95,6,2,3,72,True,True,True,2,1,1,0,1,0
2,96,9,3,2,65,True,True,True,0,2,1,1,1,0
24,98,6,2,4,69,False,False,True,0,0,0,0,0,1
21,95,5,2,4,70,False,True,False,1,0,0,1,1,0
20,60,8,1,4,63,True,True,True,1,1,0,1,1,2
18,75,7,0,2,62,True,True,True,0,1,0,1,1,0
27,93,9,1,2,72,True,True,True,1,1,0,0,1,2
26,75,8,1,4,69,False,True,True,2,2,1,0,1,0
15,84,4,2,3,66,False,True,True,1,1,0,1,1,0
22,84,9,2,4,71,True,True,False,1,1,1,0,2,2
14,75,10,2,3,62,False,True,False,0,0,1,0,1,1
12,96,9,2,2,68,True,True,True,1,0,1,1,2,0
16,80,9,0,2,63,False,True,True,2,0,0,1,1,0
25,79,7,0,3,66,True,True,True,1,1,1,0,1,1
26,100,6,1,3,75,True,True,True,2,1,2,1,2,1
23,80,7,1,4,69,True,True,False,1,0,2,2,2,1
24,67,8,2,3,68,False,True,False,2,1,1,2,0,0
23,81,8,5,2,69,False,True,True,2,1,1,1,1,0
16,93,6,2,4,67,False,True,True,2,0,1,0,1,0
23,91,6,3,3,73,True,True,False,2,1,1,1,1,2
25,92,5,1,1,71,True,True,True,1,2,0,0,1,1
25,88,8,2,3,71,True,True,True,2,1,1,2,1,0
27,70,6,2,2,68,False,True,False,1,1,2,0,1,0
24,94,7,1,1,70,False,True,True,2,0,1,2,1,0
22,96,10,1,3,71,True,True,True,0,2,0,2,2,0
26,68,8,1,2,69,False,True,True,1,2,2,1,2,0
20,65,7,3,4,63,False,False,False,2,1,1,0,1,0
15,99,8,2,3,71,True,True,False,0,1,1,1,1,2
19,95,9,2,3,69,True,False,True,1,1,1,0,1,1
16,96,5,2,5,71,True,True,True,2,1,1,2,0,2
16,95,6,2,3,68,False,True,False,1,0,0,0,2,0
19,82,7,1,3,68,False,True,True,1,1,1,1,1,0
15,86,6,0,3,66,False,True,True,1,0,1,1,2,2
18,82,7,3,3,67,False,True,True,1,1,1,0,1,1
9,62,5,0,5,59,True,True,False,0,2,0,1,2,1
21,90,8,1,2,66,False,True,True,0,1,1,0,1,1
20,80,6,0,3,64,False,True,False,0,0,0,1,2,0
15,86,7,1,3,64,False,True,True,1,1,1,0,1,0
24,80,7,0,4,69,True,True,False,1,2,1,0,2,0
26,80,8,1,3,69,False,True,True,2,0,2,1,1,0
10,67,4,3,3,61,False,False,True,1,1,1,1,1,0
15,71,8,0,3,62,False,True,False,2,2,1,0,2,0
15,66,7,2,3,61,False,True,True,0,1,1,1,2,1
14,68,8,1,2,63,True,True,False,1,1,2,1,2,1
25,99,5,2,4,71,False,True,True,1,0,0,0,1,1
19,66,8,1,2,65,True,True,True,2,2,1,1,0,2
18,71,9,1,4,68,True,True,False,2,2,1,0,2,1
8,84,7,1,4,67,False,True,True,2,2,1,2,2,0
24,84,6,2,1,70,True,True,True,0,2,2,0,1,0
13,66,6,3,3,64,True,True,True,2,1,1,1,1,0
20,92,8,0,3,71,False,True,False,1,2,2,1,1,1
22,91,8,2,3,71,True,True,True,2,1,0,1,1,1
28,69,8,0,3,67,False,True,False,1,2,0,2,1,0
12,72,7,0,3,63,True,True,True,1,0,1,2,1,2
2,98,7,2,1,66,True,True,True,0,2,2,0,2,0
21,93,7,3,1,70,True,True,True,1,0,1,2,1,0
31,88,6,2,4,70,False,True,False,1,0,1,0,1,0
27,63,8,3,3,67,True,True,False,0,1,1,0,2,0
21,77,7,3,3,69,False,True,True,0,1,2,1,2,2
17,82,9,3,2,66,False,True,True,2,0,0,2,1,0
25,67,9,1,3,67,False,True,True,1,2,1,1,1,2
14,78,7,0,2,65,True,True,True,2,1,1,2,1,1
23,84,8,1,3,72,True,True,True,2,2,1,2,1,2
23,73,6,1,3,68,False,True,True,2,2,1,1,1,1
26,91,7,3,3,72,True,True,True,2,1,0,1,1,1
37,94,8,1,3,76,True,True,False,2,1,2,0,1,2
22,73,5,4,3,65,True,True,True,1,0,1,0,1,1
17,94,8,1,4,68,False,True,True,0,1,1,1,0,0
20,64,6,3,4,65,True,True,True,1,1,1,0,2,1
9,94,6,0,3,66,True,True,True,1,1,0,0,2,0
16,66,6,7,2,63,False,True,True,0,1,1,0,1,0
18,63,7,2,3,63,False,True,True,1,0,1,2,2,2
17,86,5,2,2,66,True,True,False,1,1,1,0,1,2
21,79,8,2,4,69,True,True,True,2,0,1,0,2,0
15,96,7,3,1,72,True,True,True,1,2,2,1,0,2
27,75,10,3,3,66,True,True,True,1,0,1,2,0,0
20,71,7,2,4,64,True,False,True,1,1,1,1,1,0
20,80,8,0,3,67,True,True,False,1,0,0,0,2,0
18,78,6,1,5,67,True,True,False,2,2,0,0,1,0
21,74,5,1,1,66,True,True,True,0,1,1,1,2,1
25,88,8,2,2,68,True,True,True,1,0,0,0,1,0
15,90,5,0,2,65,False,True,False,1,1,1,1,1,0
16,94,8,2,3,71,True,True,False,1,2,2,0,2,0
18,99,10,1,4,71,True,True,True,1,2,1,1,0,2
12,71,8,1,2,62,True,True,False,1,1,1,1,2,0
15,89,8,2,2,69,True,True,True,1,2,0,1,2,1
17,76,7,4,2,65,False,True,False,1,0,0,2,1,0
25,87,6,3,3,70,False,True,True,2,0,0,1,1,2
22,79,7,2,2,66,True,True,False,1,1,1,0,1,1
21,100,6,0,3,70,False,True,True,1,1,1,2,1,0
25,89,5,2,2,70,False,True,False,1,2,0,1,2,2
19,98,7,1,4,69,True,True,False,0,2,1,0,1,0
22,93,9,2,3,71,True,True,True,2,0,1,1,1,0
19,96,5,1,3,69,False,True,True,1,1,1,1,1,0
22,93,9,2,2,73,False,True,True,2,1,1,1,2,2
17,78,9,1,4,65,True,True,True,1,1,0,1,2,0
5,70,8,3,3,62,True,True,True,2,2,1,0,1,0
19,75,8,2,5,67,False,True,True,1,2,1,2,0,2
29,61,7,1,3,65,True,True,True,0,1,2,1,1,2
26,81,7,1,3,65,False,True,True,0,1,0,1,1,0
26,80,6,0,2,70,True,True,True,1,2,1,1,1,1
27,81,7,1,2,70,True,True,True,1,1,0,1,1,1
21,99,7,0,4,71,True,True,True,1,2,1,1,0,2
21,96,10,1,3,71,False,True,True,2,0,0,0,2,1
16,66,8,1,4,62,True,True,True,1,1,0,1,2,0
18,75,7,4,2,65,False,True,True,1,0,1,0,1,2
